GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.030140706,0.03014,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.094244497,0.09424,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,0.00048349,0.00048,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,0.000755101,0.00076,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.016313705,0.01631,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.050480794,0.05048,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.000253747,0.00025,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,0.000402478,0.00040,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,0.003860607,0.00386,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,0.009529066,0.00953,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,0.00076292,0.00076,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0.000234985,0.00023,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,0.000960345,0.00096,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.002356741,0.00236,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.084111606,0.08411,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGELT1,<1 year,,FMLE,Female,,,,,,,,0.013579488,0.01358,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,0.000615292,0.00062,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.001452051,0.00145,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.014746672,0.01475,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.044856567,0.04486,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,0.169725066,0.16973,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,0.000787553,0.00079,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,0.001089304,0.00109,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,0.016600837,0.01660,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,0.041055892,0.04106,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,0.001351423,0.00135,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,0.00041314,0.00041,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,0.001060717,0.00106,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,0.004551298,0.00455,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,0.010474493,0.01047,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,0.018171534,0.01817,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,0.000364013,0.00036,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,0.001369035,0.00137,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,0.002887602,0.00289,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,0.006962326,0.00696,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,0.062336017,0.06234,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,0.18725196,0.18725,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,0.001058395,0.00106,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,0.001757671,0.00176,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,0.037977487,0.03798,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,0.099518644,0.09952,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,0.000299674,0.00030,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,0.000965876,0.00097,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,0.00990638,0.00991,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,0.023415922,0.02342,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,485.0419989,485.04200,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,542.6194727,542.61947,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,1818.300689,1818.30069,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,4304.285817,4304.28582,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,13433.12837,13433.12837,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,673.7654188,673.76542,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,1278.435038,1278.43504,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,2899.365345,2899.36535,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,13907.80058,13907.80058,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,13750.46951,13750.46951,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,796.7111743,796.71117,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,956.5845903,956.58459,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,11357.42426,11357.42426,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,15040.24898,15040.24898,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,155.9570816,155.95708,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,539.41364,539.41364,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,4276.018828,4276.01883,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,8548.304595,8548.30460,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,529.3403005,529.34030,,,,,
